epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,799.729,0.54807,0.43614,1.02016,0.98691,1,0.995,0.8955,0.73213,0.5837,1.29551,0.000211642,0.000211642,0.000211642
91,807.963,0.62385,1.01513,1.44842,0.98691,1,0.995,0.8955,0.73213,0.5837,1.29551,0.0001962,0.0001962,0.0001962
92,816.166,0.43845,1.0038,1.09254,0.98751,1,0.995,0.84041,0.65846,0.45779,1.18293,0.000180362,0.000180362,0.000180362
93,824.08,0.56878,0.69318,1.29659,0.98751,1,0.995,0.84041,0.65846,0.45779,1.18293,0.000164128,0.000164128,0.000164128
94,832.133,0.58266,0.80244,1.40234,0.98751,1,0.995,0.84041,0.65846,0.45779,1.18293,0.000147498,0.000147498,0.000147498
95,840.03,0.4365,0.72288,1.06205,0.98751,1,0.995,0.84041,0.65846,0.45779,1.18293,0.000130472,0.000130472,0.000130472
96,848.02,0.43896,0.7304,1.06361,0.98723,1,0.995,0.84041,0.60118,0.476,1.10155,0.00011305,0.00011305,0.00011305
97,856.119,0.35667,0.50093,1.12434,0.98723,1,0.995,0.84041,0.60118,0.476,1.10155,9.5232e-05,9.5232e-05,9.5232e-05
98,864.112,0.42411,0.52653,1.1052,0.98723,1,0.995,0.84041,0.60118,0.476,1.10155,7.7018e-05,7.7018e-05,7.7018e-05
99,872.933,0.4551,0.55897,1.18542,0.98723,1,0.995,0.84041,0.60118,0.476,1.10155,5.8408e-05,5.8408e-05,5.8408e-05
100,880.939,0.60523,0.76966,1.2972,0.98738,1,0.995,0.8955,0.55818,0.49631,1.04697,3.9402e-05,3.9402e-05,3.9402e-05
1,13.5434,2.47071,4.35499,3.0465,0.04968,0.33333,0.06702,0.02497,1.85388,5.03435,3.69876,0,0,0
2,22.6362,2.08502,4.45097,2.70732,0.06168,0.33333,0.07538,0.03683,1.82386,4.54015,3.61643,1.9802e-05,1.9802e-05,1.9802e-05
3,30.7461,1.97847,3.13922,2.46638,0.20246,0.66667,0.2531,0.13374,1.79459,4.38321,3.50626,3.9208e-05,3.9208e-05,3.9208e-05
4,39.3059,1.97175,2.73485,2.73525,0.56416,0.88052,0.64133,0.3393,1.82753,6.06259,3.30821,5.8218e-05,5.8218e-05,5.8218e-05
5,48.3305,1.77091,2.5126,2.35404,0.9548,1,0.995,0.4862,1.67451,9.64675,3.02183,7.6832e-05,7.6832e-05,7.6832e-05
6,56.8292,1.60528,2.20377,2.2914,1,0.96279,0.995,0.48434,1.69545,12.3151,2.91315,9.505e-05,9.505e-05,9.505e-05
7,64.9528,1.47446,2.36482,2.14118,0.72148,1,0.9125,0.37612,1.85715,11.6807,3.05087,0.000112872,0.000112872,0.000112872
8,73.3199,1.59762,1.95504,2.05937,0.89253,0.66667,0.775,0.27692,2.17831,10.1048,3.73608,0.000130298,0.000130298,0.000130298
9,81.4712,1.38275,1.96452,1.78366,0.96576,0.66667,0.80643,0.30325,2.07725,9.94793,3.39911,0.000147328,0.000147328,0.000147328
10,89.8797,1.44577,2.07927,1.93296,1,0.96784,0.995,0.36929,1.73325,8.61166,2.97077,0.000163962,0.000163962,0.000163962
11,97.8077,1.31225,1.62716,1.76946,0.72663,1,0.83,0.42847,1.53201,6.63841,2.74313,0.0001802,0.0001802,0.0001802
12,106.603,1.23455,1.75667,1.74473,0.99169,0.66667,0.9125,0.54534,1.2862,4.86516,2.57694,0.000196042,0.000196042,0.000196042
13,116.759,1.18714,1.69359,1.60071,0.73129,0.92515,0.9125,0.62092,1.36909,3.92705,2.83455,0.000211488,0.000211488,0.000211488
14,125.586,1.13147,1.35789,1.45211,0.98107,0.66667,0.78875,0.47999,1.45795,3.16734,3.11423,0.000226538,0.000226538,0.000226538
15,133.878,1.05466,1.37539,1.51976,0.96647,0.66667,0.83,0.43819,1.61476,3.03777,3.25533,0.000241192,0.000241192,0.000241192
16,144.984,0.70333,1.16547,1.28138,0.92359,0.66667,0.863,0.48393,1.70249,2.90575,3.30345,0.00025545,0.00025545,0.00025545
17,154.803,0.91369,1.10699,1.25871,1,0.95496,0.995,0.53674,1.46554,1.92946,2.63139,0.000269312,0.000269312,0.000269312
18,165.565,0.66788,0.93152,1.2557,1,0.95496,0.995,0.53674,1.46554,1.92946,2.63139,0.000282778,0.000282778,0.000282778
19,176.837,0.76324,1.11623,1.28523,0.98349,1,0.995,0.6912,1.1348,1.78415,1.89905,0.000295848,0.000295848,0.000295848
20,187.147,0.72092,1.22749,1.35928,0.98349,1,0.995,0.6912,1.1348,1.78415,1.89905,0.000308522,0.000308522,0.000308522
21,197.217,0.76004,1.06825,1.30582,0.988,1,0.995,0.74686,1.0947,1.92093,2.03686,0.0003208,0.0003208,0.0003208
22,206.898,1.00134,1.05918,1.4728,0.988,1,0.995,0.74686,1.0947,1.92093,2.03686,0.000332682,0.000332682,0.000332682
23,217.271,0.92177,1.08802,1.2502,0.98429,1,0.995,0.77982,0.92766,1.29887,1.84196,0.000344168,0.000344168,0.000344168
24,227.85,0.7836,1.02982,1.42035,0.98429,1,0.995,0.77982,0.92766,1.29887,1.84196,0.000355258,0.000355258,0.000355258
25,239.004,0.72207,0.95887,1.25716,0.98189,1,0.995,0.76324,0.99267,1.70721,2.04617,0.000365952,0.000365952,0.000365952
26,248.767,0.62633,0.75471,1.10787,0.98189,1,0.995,0.76324,0.99267,1.70721,2.04617,0.00037625,0.00037625,0.00037625
27,258.84,0.74548,0.72755,1.1788,0.98242,1,0.995,0.6965,1.34828,1.69995,3.26436,0.000386152,0.000386152,0.000386152
28,268.162,0.63541,0.8352,1.16563,0.98242,1,0.995,0.6965,1.34828,1.69995,3.26436,0.000395658,0.000395658,0.000395658
29,277.997,0.6346,0.79711,1.07907,0.98499,1,0.995,0.6965,1.58014,1.4903,4.10054,0.000404768,0.000404768,0.000404768
30,294.399,0.63098,0.73352,1.11414,0.98499,1,0.995,0.6965,1.58014,1.4903,4.10054,0.000413482,0.000413482,0.000413482
31,311.09,0.59086,0.74476,1.22017,0.98176,1,0.995,0.60824,1.56626,2.07039,3.77005,0.0004218,0.0004218,0.0004218
32,325.342,0.57177,0.67296,1.10621,0.98176,1,0.995,0.60824,1.56626,2.07039,3.77005,0.000429722,0.000429722,0.000429722
33,343.136,0.60149,0.73097,1.12919,0.98617,1,0.995,0.6965,1.3357,1.42096,3.32245,0.000437248,0.000437248,0.000437248
1,11.2723,2.46191,4.81745,3.07962,0.00333,1,0.04306,0.01991,1.80899,4.55546,3.48458,0,0,0
2,21.9696,2.26604,4.32156,2.81708,0.04127,1,0.0995,0.05161,1.64365,4.22842,3.43975,1.9802e-05,1.9802e-05,1.9802e-05
3,31.5832,2.06137,3.2049,2.53879,0.20966,0.33333,0.26397,0.13815,1.59414,4.35618,3.34729,3.9208e-05,3.9208e-05,3.9208e-05
4,40.6565,1.97086,2.6216,2.65204,0.58365,0.9455,0.753,0.41004,1.75293,6.43989,3.19071,5.8218e-05,5.8218e-05,5.8218e-05
5,51.2488,1.95629,2.70971,2.49186,1,0.60282,0.863,0.45489,1.66374,7.66541,3.05004,7.6832e-05,7.6832e-05,7.6832e-05
6,61.7618,1.71868,2.33857,2.40923,1,0.90729,0.995,0.49994,1.79397,8.98054,3.14865,9.505e-05,9.505e-05,9.505e-05
7,72.9484,1.52899,2.31886,2.18234,0.89261,1,0.995,0.47791,1.74876,10.4555,3.27475,0.000112872,0.000112872,0.000112872
8,83.6211,1.63011,1.9628,2.0725,0.96003,1,0.995,0.56404,1.74188,10.8094,3.19122,0.000130298,0.000130298,0.000130298
9,94.397,1.39377,1.80966,1.74607,0.47162,1,0.72,0.41057,1.78639,12.2697,3.23844,0.000147328,0.000147328,0.000147328
10,105.26,1.48169,2.22908,1.99789,0.97503,1,0.995,0.50941,1.64845,15.155,2.98623,0.000163962,0.000163962,0.000163962
11,113.937,1.2002,1.79285,1.66153,0.98403,1,0.995,0.62011,1.26767,14.291,2.73225,0.0001802,0.0001802,0.0001802
12,123.025,1.07553,1.7601,1.64522,0.98154,1,0.995,0.71329,1.15525,11.6066,2.4833,0.000196042,0.000196042,0.000196042
13,133.084,1.25583,1.698,1.61275,0.97704,1,0.995,0.61941,1.28517,9.35145,2.46107,0.000211488,0.000211488,0.000211488
14,143.487,1.04901,1.43065,1.46122,0.98163,1,0.995,0.61941,1.33779,7.39786,2.39039,0.000226538,0.000226538,0.000226538
15,152.466,0.95877,1.32315,1.46788,0.98393,1,0.995,0.69707,1.19437,3.85912,2.19351,0.000241192,0.000241192,0.000241192
16,161.412,0.72628,1.14765,1.24313,0.98414,1,0.995,0.73061,1.12231,2.39573,1.99439,0.00025545,0.00025545,0.00025545
17,170.315,0.7409,0.93539,1.2227,0.98676,1,0.995,0.76361,1.05493,1.91046,1.81317,0.000269312,0.000269312,0.000269312
18,178.856,0.82623,1.04723,1.32358,0.98676,1,0.995,0.76361,1.05493,1.91046,1.81317,0.000282778,0.000282778,0.000282778
19,188.925,0.80292,1.11131,1.2983,0.98342,1,0.995,0.81279,0.6803,1.99682,1.40571,0.000295848,0.000295848,0.000295848
20,197.92,0.87524,1.29809,1.44683,0.98342,1,0.995,0.81279,0.6803,1.99682,1.40571,0.000308522,0.000308522,0.000308522
21,206.913,0.80722,1.08095,1.28013,0.98843,1,0.995,0.82954,0.67346,2.34525,1.46525,0.0003208,0.0003208,0.0003208
22,216.063,0.83777,1.13187,1.36221,0.98843,1,0.995,0.82954,0.67346,2.34525,1.46525,0.000332682,0.000332682,0.000332682
23,225.043,0.85734,1.14424,1.22953,0.98525,1,0.995,0.82957,0.78928,1.57133,1.69008,0.000344168,0.000344168,0.000344168
24,233.637,0.92506,1.13757,1.5172,0.98525,1,0.995,0.82957,0.78928,1.57133,1.69008,0.000355258,0.000355258,0.000355258
25,242.159,0.90674,1.03683,1.41176,0.98414,1,0.995,0.8955,0.67948,1.58036,1.48427,0.000365952,0.000365952,0.000365952
26,251.363,0.63712,0.77473,1.15221,0.98414,1,0.995,0.8955,0.67948,1.58036,1.48427,0.00037625,0.00037625,0.00037625
27,260.108,0.62838,0.79588,1.19199,0.74022,1,0.9125,0.82125,0.67773,2.03159,1.31661,0.000386152,0.000386152,0.000386152
28,269.556,0.67299,0.79763,1.2051,0.74022,1,0.9125,0.82125,0.67773,2.03159,1.31661,0.000395658,0.000395658,0.000395658
29,278.064,0.59804,0.86309,1.10343,0.7403,1,0.83,0.56154,0.99805,2.02285,1.6176,0.000404768,0.000404768,0.000404768
30,286.679,0.46533,0.82115,1.07488,0.7403,1,0.83,0.56154,0.99805,2.02285,1.6176,0.000413482,0.000413482,0.000413482
31,296.927,0.55575,0.81787,1.2152,0.73612,1,0.83,0.52044,1.25197,2.0949,2.2488,0.0004218,0.0004218,0.0004218
32,305.313,0.63063,0.62366,1.15055,0.73612,1,0.83,0.52044,1.25197,2.0949,2.2488,0.000429722,0.000429722,0.000429722
33,315.023,0.63897,0.76208,1.16135,0.98304,1,0.995,0.70814,1.14043,1.20368,2.26051,0.000437248,0.000437248,0.000437248
34,324.395,0.57882,0.65595,1.14528,0.98304,1,0.995,0.70814,1.14043,1.20368,2.26051,0.000444378,0.000444378,0.000444378
35,334.48,0.62523,0.66822,1.18515,0.98043,1,0.995,0.68616,1.17421,1.33122,2.57093,0.000451112,0.000451112,0.000451112
36,804.842,0.69772,0.69416,1.18125,0.98043,1,0.995,0.68616,1.17421,1.33122,2.57093,0.00045745,0.00045745,0.00045745
37,814.26,0.68971,1.01348,1.16019,0.98319,1,0.995,0.76309,1.10307,1.00101,2.57958,0.000463392,0.000463392,0.000463392
38,822.129,0.71247,0.8516,1.13668,0.98319,1,0.995,0.76309,1.10307,1.00101,2.57958,0.000468938,0.000468938,0.000468938
39,829.882,0.87708,0.99624,1.30719,0.98202,1,0.995,0.79668,0.91989,1.04199,2.10965,0.000474088,0.000474088,0.000474088
40,837.414,0.64042,0.73721,1.16603,0.98202,1,0.995,0.79668,0.91989,1.04199,2.10965,0.000478842,0.000478842,0.000478842
41,845.247,0.5831,0.73821,1.20448,0.93457,1,0.995,0.78568,0.79953,2.13665,1.65207,0.0004832,0.0004832,0.0004832
42,853.538,0.64383,0.64853,1.1083,0.93457,1,0.995,0.78568,0.79953,2.13665,1.65207,0.000487162,0.000487162,0.000487162
43,861.014,0.56718,0.5959,1.07725,0.77456,1,0.995,0.78535,0.79269,3.11301,1.72779,0.000490728,0.000490728,0.000490728
44,868.98,0.77912,0.77438,1.30201,0.77456,1,0.995,0.78535,0.79269,3.11301,1.72779,0.000493898,0.000493898,0.000493898
45,878.262,0.73486,0.83864,1.25411,0.72473,1,0.9125,0.65616,0.93424,2.1953,1.93123,0.000496672,0.000496672,0.000496672
46,886.008,0.69164,0.71898,1.1299,0.72473,1,0.9125,0.65616,0.93424,2.1953,1.93123,0.00049905,0.00049905,0.00049905
47,893.528,0.71612,0.67698,1.12582,0.4674,1,0.60833,0.41485,1.13815,2.95901,2.19876,0.000501032,0.000501032,0.000501032
48,900.735,0.68668,0.66249,1.05898,0.4674,1,0.60833,0.41485,1.13815,2.95901,2.19876,0.000502618,0.000502618,0.000502618
49,908.991,0.54055,0.65423,1.10052,0.71797,1,0.995,0.64759,1.21757,2.19912,2.54452,0.000503808,0.000503808,0.000503808
50,917.012,0.66793,0.67326,1.16713,0.71797,1,0.995,0.64759,1.21757,2.19912,2.54452,0.000504602,0.000504602,0.000504602
51,926.373,0.59449,0.67124,1.06411,0.72909,1,0.995,0.76368,1.04118,1.91957,2.1102,0.000505,0.000505,0.000505
52,937.754,0.60533,0.5742,1.19163,0.72909,1,0.995,0.76368,1.04118,1.91957,2.1102,0.000505002,0.000505002,0.000505002
53,948.503,0.50842,0.46318,1.04237,0.72909,1,0.995,0.76368,1.04118,1.91957,2.1102,0.000504608,0.000504608,0.000504608
54,957.757,0.52302,0.53696,1.06781,0.72491,1,0.995,0.7857,0.87865,2.08206,1.62171,0.000503818,0.000503818,0.000503818
55,966.682,0.66683,0.51271,1.16073,0.72491,1,0.995,0.7857,0.87865,2.08206,1.62171,0.000502632,0.000502632,0.000502632
56,976.038,0.56675,0.61425,1.20379,0.72491,1,0.995,0.7857,0.87865,2.08206,1.62171,0.00050105,0.00050105,0.00050105
57,984.714,0.45018,0.45575,1.05156,0.91177,1,0.995,0.78569,0.88047,1.28051,1.64178,0.000499072,0.000499072,0.000499072
58,993.51,0.5001,0.45845,1.03158,0.91177,1,0.995,0.78569,0.88047,1.28051,1.64178,0.000496698,0.000496698,0.000496698
59,1002.42,0.58348,0.68746,1.26686,0.91177,1,0.995,0.78569,0.88047,1.28051,1.64178,0.000493928,0.000493928,0.000493928
1,16.7382,2.30338,4.40975,2.82954,0.07458,0.33333,0.06826,0.03786,1.78574,4.20197,4.05383,0,0,0
2,34.3615,2.26845,4.43755,2.85042,0.08905,0.33333,0.12411,0.06868,1.76402,4.15261,3.88474,1.9802e-05,1.9802e-05,1.9802e-05
3,49.2921,2.01794,3.04635,2.46859,0.32277,1,0.33167,0.12929,1.74032,4.11899,3.67133,3.9208e-05,3.9208e-05,3.9208e-05
4,62.5236,2.06636,2.78446,2.70403,0.96496,1,0.995,0.5128,1.6993,6.43793,3.49927,5.8218e-05,5.8218e-05,5.8218e-05
5,76.9493,1.87857,2.71878,2.42046,0.93433,1,0.995,0.51089,1.70067,9.6362,3.28663,7.6832e-05,7.6832e-05,7.6832e-05
6,89.5032,1.69227,2.34547,2.37194,0.99662,1,0.995,0.38941,1.93778,11.8544,3.51778,9.505e-05,9.505e-05,9.505e-05
7,102.179,1.48769,2.3261,2.17614,0.94086,1,0.995,0.36937,1.95737,12.1118,3.52913,0.000112872,0.000112872,0.000112872
8,117.877,1.62859,1.97169,2.10706,0.90633,1,0.995,0.41335,1.97787,13.8291,3.40015,0.000130298,0.000130298,0.000130298
9,131.774,1.43762,1.68219,1.76212,0.74323,0.97291,0.74625,0.31832,1.91044,18.516,3.21727,0.000147328,0.000147328,0.000147328
10,145.421,1.31976,2.02092,1.8669,0.5335,1,0.731,0.29369,1.82052,16.9676,3.05163,0.000163962,0.000163962,0.000163962
11,157.11,0.97115,1.66507,1.57779,0.72108,1,0.83,0.33048,1.53622,13.8177,2.81948,0.0001802,0.0001802,0.0001802
12,170.417,1.0872,1.69895,1.60057,0.99888,1,0.995,0.58792,1.28474,9.77248,2.54133,0.000196042,0.000196042,0.000196042
13,182.994,1.31854,1.67274,1.64536,0.9597,1,0.995,0.67711,1.1964,6.37295,2.38699,0.000211488,0.000211488,0.000211488
14,199.839,1.07529,1.46879,1.43709,0.97904,1,0.995,0.58657,1.4644,3.9129,2.76387,0.000226538,0.000226538,0.000226538
15,213.475,1.04475,1.30317,1.48624,0.97968,1,0.995,0.56461,1.72596,2.46309,3.73958,0.000241192,0.000241192,0.000241192
16,227.957,0.80701,1.14701,1.295,0.98238,1,0.995,0.47632,1.99332,2.89491,4.4895,0.00025545,0.00025545,0.00025545
17,241.389,0.84512,1.09724,1.24377,0.98065,1,0.995,0.39915,2.29353,3.55593,4.85442,0.000269312,0.000269312,0.000269312
18,254.256,0.79591,1.03385,1.34255,0.98065,1,0.995,0.39915,2.29353,3.55593,4.85442,0.000282778,0.000282778,0.000282778
19,266.741,0.6913,1.05111,1.24451,1,0.98101,0.995,0.59761,1.6437,3.6946,3.44991,0.000295848,0.000295848,0.000295848
20,279.094,0.88493,1.36825,1.38527,1,0.98101,0.995,0.59761,1.6437,3.6946,3.44991,0.000308522,0.000308522,0.000308522
21,293.56,0.84695,1.08698,1.3359,1,0.98393,0.995,0.82954,0.97438,3.38222,1.94523,0.0003208,0.0003208,0.0003208
22,306.228,1.01869,1.13514,1.38193,1,0.98393,0.995,0.82954,0.97438,3.38222,1.94523,0.000332682,0.000332682,0.000332682
23,317.75,0.8637,1.13045,1.23498,0.98537,1,0.995,0.79657,0.78381,1.56916,1.39072,0.000344168,0.000344168,0.000344168
24,329.291,0.78899,1.1333,1.3885,0.98537,1,0.995,0.79657,0.78381,1.56916,1.39072,0.000355258,0.000355258,0.000355258
25,340.099,0.83855,0.98444,1.34214,0.74487,1,0.995,0.76357,0.93537,1.66521,1.68802,0.000365952,0.000365952,0.000365952
26,351.258,0.59907,0.78537,1.13694,0.74487,1,0.995,0.76357,0.93537,1.66521,1.68802,0.00037625,0.00037625,0.00037625
27,362.286,0.61685,0.73181,1.14099,0.98233,1,0.995,0.73004,1.24464,1.71904,2.12652,0.000386152,0.000386152,0.000386152
28,372.786,0.63418,0.79554,1.19008,0.98233,1,0.995,0.73004,1.24464,1.71904,2.12652,0.000395658,0.000395658,0.000395658
29,384.141,0.59665,0.86335,1.11182,0.98673,1,0.995,0.69707,1.16387,1.32921,2.02126,0.000404768,0.000404768,0.000404768
30,395.781,0.64663,0.7447,1.15972,0.98673,1,0.995,0.69707,1.16387,1.32921,2.02126,0.000413482,0.000413482,0.000413482
31,409.014,0.63841,0.7738,1.23633,0.98581,1,0.995,0.42179,1.86075,1.3002,2.74949,0.0004218,0.0004218,0.0004218
32,422.678,0.56909,0.66465,1.1018,0.98581,1,0.995,0.42179,1.86075,1.3002,2.74949,0.000429722,0.000429722,0.000429722
33,437.677,0.74928,0.75313,1.24497,0.98165,1,0.995,0.66415,1.20552,0.93228,1.99306,0.000437248,0.000437248,0.000437248
34,449.446,0.66911,0.75485,1.24121,0.98165,1,0.995,0.66415,1.20552,0.93228,1.99306,0.000444378,0.000444378,0.000444378
35,465.56,0.6475,0.67832,1.23872,0.96858,1,0.995,0.63061,1.55098,1.10146,2.70592,0.000451112,0.000451112,0.000451112
36,481.877,0.75056,0.72965,1.21979,0.96858,1,0.995,0.63061,1.55098,1.10146,2.70592,0.00045745,0.00045745,0.00045745
37,493.128,0.82769,0.97342,1.25008,0.72288,1,0.9125,0.53183,1.93588,1.44029,3.26686,0.000463392,0.000463392,0.000463392
38,503.419,0.77559,0.83662,1.21965,0.72288,1,0.9125,0.53183,1.93588,1.44029,3.26686,0.000468938,0.000468938,0.000468938
39,515.034,0.86832,0.90676,1.27324,0.41053,1,0.45036,0.14096,2.09332,3.02922,3.32049,0.000474088,0.000474088,0.000474088
40,524.783,0.71377,0.67281,1.17039,0.41053,1,0.45036,0.14096,2.09332,3.02922,3.32049,0.000478842,0.000478842,0.000478842
41,535.407,0.81174,0.7014,1.35922,0.62411,1,0.995,0.52346,1.15806,4.04548,1.93989,0.0004832,0.0004832,0.0004832
42,543.966,0.71188,0.67682,1.18886,0.62411,1,0.995,0.52346,1.15806,4.04548,1.93989,0.000487162,0.000487162,0.000487162
43,552.524,0.55505,0.64057,1.1211,0.78804,1,0.995,0.75209,1.02947,3.01247,1.66553,0.000490728,0.000490728,0.000490728
44,560.997,0.70554,0.7977,1.21203,0.78804,1,0.995,0.75209,1.02947,3.01247,1.66553,0.000493898,0.000493898,0.000493898
45,569.693,0.72696,0.71672,1.214,0.7365,1,0.995,0.73009,1.05737,1.47036,1.71215,0.000496672,0.000496672,0.000496672
46,577.951,0.61602,0.71242,1.16644,0.7365,1,0.995,0.73009,1.05737,1.47036,1.71215,0.00049905,0.00049905,0.00049905
47,587.564,0.5911,0.67739,1.08117,0.97547,1,0.995,0.796,0.89883,0.87556,1.53925,0.000501032,0.000501032,0.000501032
48,595.84,0.67036,0.76584,1.05649,0.97547,1,0.995,0.796,0.89883,0.87556,1.53925,0.000502618,0.000502618,0.000502618
49,604.285,0.52291,0.69853,1.07189,0.94445,1,0.995,0.76312,0.96621,0.82491,1.8882,0.000503808,0.000503808,0.000503808
50,612.726,0.58318,0.58544,1.11393,0.94445,1,0.995,0.76312,0.96621,0.82491,1.8882,0.000504602,0.000504602,0.000504602
51,621.024,0.59108,0.62986,1.05274,0.97613,1,0.995,0.796,0.9545,0.86163,1.88693,0.000505,0.000505,0.000505
52,629.619,0.68357,0.61112,1.21991,0.97613,1,0.995,0.796,0.9545,0.86163,1.88693,0.000505002,0.000505002,0.000505002
53,637.882,0.52005,0.51565,1.03045,0.97613,1,0.995,0.796,0.9545,0.86163,1.88693,0.000504608,0.000504608,0.000504608
54,646.73,0.49515,0.5803,1.05751,0.94689,1,0.995,0.69787,0.8566,1.13891,1.8938,0.000503818,0.000503818,0.000503818
55,655.34,0.64137,0.56284,1.14078,0.94689,1,0.995,0.69787,0.8566,1.13891,1.8938,0.000502632,0.000502632,0.000502632
56,664.439,0.52849,0.64652,1.16108,0.94689,1,0.995,0.69787,0.8566,1.13891,1.8938,0.00050105,0.00050105,0.00050105
57,676.993,0.5242,0.51371,1.04686,0.7349,1,0.995,0.7503,0.73839,1.85025,1.67835,0.000499072,0.000499072,0.000499072
